ID,DAY,MONTH,YEAR,DATE,HOUR,MIN,SEC,TIME,TYPE,LIKES,COMMENTS,TOTAL_WORDS,POS,NEG,NEU,COMP
1405174859572227_1124957167593999,26,9,2016,9/26/16,4,39,26,04:39:26,video,11,0,0,0,0,0,0
1405174859572227_1120459381377111,21,9,2016,9/21/16,5,39,59,05:39:59,video,2,0,0,0,0,0,0
1405174859572227_1120448331378216,21,9,2016,9/21/16,5,17,29,05:17:29,video,13,0,6,0.375,0,0.625,0.459
1405174859572227_1117700338319682,18,9,2016,9/18/16,5,48,16,05:48:16,photo,12,0,0,0,0,0,0
1405174859572227_1117699914986391,18,9,2016,9/18/16,5,47,39,05:47:39,video,5,0,0,0,0,0,0
1405174859572227_1117696258320090,18,9,2016,9/18/16,5,41,14,05:41:14,video,14,0,0,0,0,0,0
1405174859572227_1117622604994122,18,9,2016,9/18/16,3,38,42,03:38:42,photo,103,7,344,0.124,0.095,0.782,0.808
1405174859572227_1110432685713114,10,9,2016,9/10/16,17,40,48,17:40:48,video,17,0,0,0,0,0,0
1405174859572227_1105446202878429,6,9,2016,9/6/16,3,39,35,03:39:35,photo,100,1,46,0.092,0,0.908,0.679
1405174859572227_1099736936782689,1,9,2016,9/1/16,5,57,59,05:57:59,video,8,0,1,0,0,1,0
1405174859572227_1099734733449576,1,9,2016,9/1/16,5,51,31,05:51:31,link,8,0,0,0,0,0,0
1405174859572227_1099604330129283,1,9,2016,9/1/16,2,36,52,02:36:52,photo,34,3,265,0.147,0.065,0.788,0.967
1405174859572227_1098858876870495,31,8,2016,8/31/16,7,21,7,07:21:07,video,6,0,4,0.797,0,0.203,0.833
1405174859572227_1094307807325602,26,8,2016,8/26/16,5,31,46,05:31:46,photo,36,1,171,0.211,0.076,0.713,0.979
1405174859572227_1091240434299006,22,8,2016,8/22/16,21,5,43,21:05:43,link,27,1,52,0,0.104,0.896,-0.689
1405174859572227_1090528884370161,22,8,2016,8/22/16,2,16,31,02:16:31,photo,150,10,174,0.137,0.011,0.852,0.965
1405174859572227_1088095614613488,19,8,2016,8/19/16,7,5,42,07:05:42,photo,58,4,8,0.246,0,0.754,0.315
1405174859572227_1089422117814171,18,8,2016,8/18/16,7,0,0,07:00:00,link,167,9,0,0,0,0,0
1405174859572227_1083330868423296,13,8,2016,8/13/16,6,13,38,06:13:38,photo,63,3,61,0.084,0.119,0.797,-0.537
1405174859572227_1083315868424796,13,8,2016,8/13/16,5,32,40,05:32:40,link,5,0,0,0,0,0,0
1405174859572227_1082605001829216,12,8,2016,8/12/16,7,39,58,07:39:58,photo,0,0,13,0.349,0,0.651,0.71
1405174859572227_1081838858572497,11,8,2016,8/11/16,7,22,48,07:22:48,photo,109,2,43,0.13,0,0.87,0.718
1405174859572227_1081571251932591,10,8,2016,8/10/16,22,26,55,22:26:55,photo,0,0,27,0.122,0,0.878,0.494
1405174859572227_1079914868764896,8,8,2016,8/8/16,20,0,13,20:00:13,photo,41,3,57,0.213,0.029,0.758,0.903
1405174859572227_1077552535667796,5,8,2016,8/5/16,17,58,4,17:58:04,photo,56,1,49,0.176,0,0.824,0.823
1405174859572227_1076471559109227,4,8,2016,8/4/16,6,38,35,06:38:35,photo,52,1,11,0,0.187,0.813,-0.318
1405174859572227_1076203709136012,3,8,2016,8/3/16,20,22,20,20:22:20,photo,71,5,28,0.226,0.117,0.657,0.586
1405174859572227_1083320435091006,3,8,2016,8/3/16,19,0,0,19:00:00,link,0,0,0,0,0,0,0
1405174859572227_1075704499185933,3,8,2016,8/3/16,3,58,44,03:58:44,photo,0,0,79,0.187,0.135,0.678,0.637
1405174859572227_1073387839417599,30,7,2016,7/30/16,17,36,40,17:36:40,photo,126,17,241,0.092,0.017,0.891,0.959
1405174859572227_1072728892816827,29,7,2016,7/29/16,18,19,39,18:19:39,status,2,1,0,0,0,0,0
1405174859572227_1072468346176215,29,7,2016,7/29/16,9,57,28,09:57:28,status,75,11,54,0.397,0,0.603,0.982
1405174859572227_1072072102882506,28,7,2016,7/28/16,18,21,54,18:21:54,video,6,0,0,0,0,0,0
1405174859572227_1072044272885289,28,7,2016,7/28/16,17,19,28,17:19:28,link,3,0,0,0,0,0,0
1405174859572227_1071993319557051,28,7,2016,7/28/16,17,3,51,17:03:51,link,0,0,6,0,0,1,0
1405174859572227_1071637649592618,28,7,2016,7/28/16,5,53,13,05:53:13,video,6,0,0,0,0,0,0
1405174859572227_1071624749593908,28,7,2016,7/28/16,5,29,48,05:29:48,video,5,0,2,1,0,0,0.846
1405174859572227_1071623866260663,28,7,2016,7/28/16,5,26,8,05:26:08,link,3,0,0,0,0,0,0
1405174859572227_1071331556289894,27,7,2016,7/27/16,18,31,13,18:31:13,link,39,2,209,0.187,0.048,0.765,0.984
1405174859572227_1071315649624818,27,7,2016,7/27/16,17,55,18,17:55:18,link,8,0,288,0.179,0,0.821,0.994
1405174859572227_1071296379626745,27,7,2016,7/27/16,17,2,46,17:02:46,video,14,1,5,0,0,1,0
1405174859572227_1069956696427380,25,7,2016,7/25/16,18,44,32,18:44:32,video,7,0,0,0,0,0,0
1405174859572227_1069641009792282,25,7,2016,7/25/16,7,53,36,07:53:36,photo,47,0,50,0,0.039,0.961,-0.223
1405174859572227_1069255616497488,24,7,2016,7/24/16,18,7,12,18:07:12,video,4,0,0,0,0,0,0
1405174859572227_1067901526632897,22,7,2016,7/22/16,18,0,41,18:00:41,photo,40,1,90,0.244,0.058,0.698,0.964
1405174859572227_1067538753335841,22,7,2016,7/22/16,6,30,22,06:30:22,link,5,0,3,0.853,0,0.147,0.7
1405174859572227_1066824330073950,21,7,2016,7/21/16,9,58,49,09:58:49,photo,100,4,107,0.191,0.102,0.707,0.813
1405174859572227_1066088516814198,20,7,2016,7/20/16,5,44,50,05:44:50,photo,45,2,76,0.194,0,0.806,0.947
1405174859572227_1065495940206789,19,7,2016,7/19/16,8,41,40,08:41:40,photo,3,0,0,0,0,0,0
1405174859572227_1060229544066762,11,7,2016,7/11/16,17,12,56,17:12:56,photo,122,8,270,0.243,0.038,0.719,0.997
1405174859572227_1058425370913846,8,7,2016,7/8/16,19,12,53,19:12:53,photo,94,9,120,0.154,0.097,0.749,0.466
1405174859572227_1058333367589713,8,7,2016,7/8/16,16,17,8,16:17:08,link,3,0,0,0,0,0,0
1405174859572227_1058071494282567,8,7,2016,7/8/16,9,26,23,09:26:23,photo,0,0,65,0.127,0,0.873,0.751
1405174859572227_1057038221052561,6,7,2016,7/6/16,16,51,52,16:51:52,photo,28,1,56,0.066,0,0.934,0.586
1405174859572227_1056468831109500,5,7,2016,7/5/16,17,27,10,17:27:10,photo,0,0,88,0.145,0.151,0.704,-0.173
1405174859572227_1055280251228358,3,7,2016,7/3/16,17,21,15,17:21:15,photo,67,2,41,0.263,0,0.737,0.935
1405174859572227_1051903258232724,28,6,2016,6/28/16,8,7,27,08:07:27,photo,81,0,83,0.165,0.144,0.691,0.25
1405174859572227_1049321111824272,24,6,2016,6/24/16,9,55,33,09:55:33,photo,115,8,0,0,0,0,0
1405174859572227_1048893595200357,23,6,2016,6/23/16,17,7,20,17:07:20,photo,78,3,78,0.099,0.04,0.861,0.58
1405174859572227_1048264691929914,22,6,2016,6/22/16,16,35,28,16:35:28,photo,53,0,59,0.152,0.051,0.796,0.725
1405174859572227_1047566718666378,21,6,2016,6/21/16,16,16,15,16:16:15,photo,73,1,33,0.193,0.085,0.722,0.49
1405174859572227_1046263732130010,19,6,2016,6/19/16,17,4,2,17:04:02,photo,116,5,57,0,0.104,0.896,-0.743
1405174859572227_1046045205485196,19,6,2016,6/19/16,9,2,35,09:02:35,photo,8,0,0,0,0,0,0
1405174859572227_1046044282151955,19,6,2016,6/19/16,9,1,13,09:01:13,photo,10,0,0,0,0,0,0
1405174859572227_1044917502264633,17,6,2016,6/17/16,11,39,28,11:39:28,link,1,0,0,0,0,0,0
1405174859572227_1022883327801384,14,5,2016,5/14/16,10,46,13,10:46:13,link,3,0,5,0.523,0,0.477,0.658
1405174859572227_1013332662089784,28,4,2016,4/28/16,20,28,46,20:28:46,photo,90,3,178,0.185,0.05,0.765,0.985
1405174859572227_1010373992385651,24,4,2016,4/24/16,11,11,58,11:11:58,link,4,0,0,0,0,0,0
1405174859572227_1006327399456977,17,4,2016,4/17/16,17,57,2,17:57:02,photo,5,1,0,0,0,0,0
1405174859572227_1005744892848561,16,4,2016,4/16/16,17,49,39,17:49:39,photo,3,0,0,0,0,0,0
1405174859572227_1002015146554869,10,4,2016,4/10/16,16,25,16,16:25:16,status,20,4,479,0.075,0.067,0.858,-0.653
1405174859572227_1001828483240202,10,4,2016,4/10/16,10,12,34,10:12:34,photo,15,0,0,0,0,0,0
1405174859572227_1000841603338890,8,4,2016,4/8/16,17,57,13,17:57:13,photo,16,0,2,0.75,0,0.25,0.459
1405174859572227_1000278100061907,7,4,2016,4/7/16,20,24,8,20:24:08,photo,3,0,0,0,0,0,0
1405174859572227_999671563455894,6,4,2016,4/6/16,20,6,31,20:06:31,status,32,4,376,0.165,0.088,0.747,0.984
1405174859572227_999646406791743,6,4,2016,4/6/16,18,57,7,18:57:07,link,15,1,41,0.145,0,0.855,0.649
1405174859572227_998395116916872,4,4,2016,4/4/16,17,28,31,17:28:31,link,4,0,1,0,0,1,0
1405174859572227_997830106973373,3,4,2016,4/3/16,19,49,36,19:49:36,photo,93,3,0,0,0,0,0
1405174859572227_997828000306917,3,4,2016,4/3/16,19,41,33,19:41:33,photo,125,10,0,0,0,0,0
1405174859572227_997825803640470,3,4,2016,4/3/16,19,35,0,19:35:00,status,31,2,219,0.165,0.104,0.731,0.948
1405174859572227_969338519822532,25,2,2016,2/25/16,16,39,9,16:39:09,link,4,1,12,0.265,0,0.735,0.557
1405174859572227_963004680455916,13,2,2016,2/13/16,18,48,50,18:48:50,link,1,0,7,0,0,1,0
1405174859572227_962926917130359,13,2,2016,2/13/16,18,10,31,18:10:31,video,1,0,2,1,0,0,0.778
1405174859572227_962912423798475,13,2,2016,2/13/16,17,44,37,17:44:37,photo,83,22,229,0.135,0.059,0.806,0.97
1405174859572227_956440867778964,1,2,2016,2/1/16,18,58,11,18:58:11,photo,87,4,165,0.179,0.007,0.815,0.985
1405174859572227_953172281439156,27,1,2016,1/27/16,1,15,56,01:15:56,link,0,0,0,0,0,0,0
1405174859572227_953170818105969,27,1,2016,1/27/16,1,9,32,01:09:32,video,5,0,0,0,0,0,0
1405174859572227_953029564786761,26,1,2016,1/26/16,18,59,37,18:59:37,status,44,7,329,0.096,0.067,0.838,0.743
1405174859572227_951675218255529,24,1,2016,1/24/16,10,6,54,10:06:54,link,1,0,0,0,0,0,0
1405174859572227_951311594958558,23,1,2016,1/23/16,18,49,29,18:49:29,photo,69,6,202,0.168,0.094,0.738,0.95
1405174859572227_951270044962713,23,1,2016,1/23/16,17,17,58,17:17:58,link,4,1,8,0.5,0,0.5,0.718
1405174859572227_951256181630766,23,1,2016,1/23/16,16,44,15,16:44:15,link,7,0,6,0.417,0,0.583,0.554
1405174859572227_950164325073285,21,1,2016,1/21/16,16,33,37,16:33:37,video,10,0,21,0,0.382,0.618,-0.902
1405174859572227_918898824866502,21,11,2015,11/21/15,18,9,36,18:09:36,photo,15,2,0,0,0,0,0
1405174859572227_909500349139683,31,10,2015,10/31/15,20,53,28,20:53:28,status,29,5,150,0.177,0.041,0.782,0.971
1405174859572227_909483779141340,31,10,2015,10/31/15,20,4,53,20:04:53,photo,4,0,0,0,0,0,0
1405174859572227_906785419411176,25,10,2015,10/25/15,10,50,49,10:50:49,video,1,1,0,0,0,0,0
1405174859572227_905145192908532,21,10,2015,10/21/15,16,48,17,16:48:17,status,63,3,103,0.173,0.164,0.663,0.3
1405174859572227_905134612909590,21,10,2015,10/21/15,16,15,58,16:15:58,photo,6,1,0,0,0,0,0
1405174859572227_903721606384224,18,10,2015,10/18/15,17,42,1,17:42:01,status,29,3,230,0.12,0.031,0.849,0.949
1405174859572227_902229643200087,15,10,2015,10/15/15,4,51,18,04:51:18,video,3,0,0,0,0,0,0
1405174859572227_900634813359570,11,10,2015,10/11/15,20,47,29,20:47:29,status,30,6,320,0.083,0.067,0.85,0.679
1405174859572227_899950730094645,10,10,2015,10/10/15,5,57,7,05:57:07,photo,5,0,0,0,0,0,0
1405174859572227_899392150150503,8,10,2015,10/8/15,18,59,34,18:59:34,photo,68,8,0,0,0,0,0
1405174859572227_899382440151474,8,10,2015,10/8/15,18,43,11,18:43:11,photo,83,8,0,0,0,0,0
1405174859572227_894234093999642,25,9,2015,9/25/15,18,47,19,18:47:19,status,86,17,355,0.212,0.087,0.701,0.994
1405174859572227_893032820786436,22,9,2015,9/22/15,18,32,2,18:32:02,photo,13,0,9,0.303,0,0.697,0.54
1405174859572227_892350210854697,21,9,2015,9/21/15,18,33,9,18:33:09,photo,11,0,0,0,0,0,0
1405174859572227_891565060933212,20,9,2015,9/20/15,9,30,16,09:30:16,link,12,4,0,0,0,0,0
1405174859572227_891565057599879,20,9,2015,9/20/15,9,30,16,09:30:16,link,3,0,9,0.478,0,0.522,0.751
1405174859572227_887125964710455,12,9,2015,9/12/15,19,57,35,19:57:35,status,30,2,258,0.128,0.067,0.805,0.962
1405174859572227_884035465019505,6,9,2015,9/6/15,19,32,3,19:32:03,status,17,5,265,0.227,0.018,0.755,0.996
1405174859572227_883535068402878,5,9,2015,9/5/15,19,27,4,19:27:04,photo,6,0,0,0,0,0,0
1405174859572227_883534291736289,5,9,2015,9/5/15,19,23,28,19:23:28,status,47,14,255,0.199,0.055,0.746,0.993
1405174859572227_873403582749360,16,8,2015,8/16/15,19,9,33,19:09:33,video,2,1,15,0.502,0,0.498,0.92
1405174859572227_864980856924966,30,7,2015,7/30/15,14,13,32,14:13:32,status,38,6,31,0.633,0,0.367,0.985
1405174859572227_858127347610317,15,7,2015,7/15/15,19,25,36,19:25:36,video,16,1,14,0,0,1,0
1405174859572227_852496068173445,4,7,2015,7/4/15,7,58,34,07:58:34,link,1,0,0,0,0,0,0
1405174859572227_841076629315389,11,6,2015,6/11/15,13,56,50,13:56:50,video,7,0,11,0.332,0,0.668,0.716
1405174859572227_820082248081494,29,4,2015,4/29/15,17,43,50,17:43:50,photo,10,5,4,0,0,1,0
1405174859572227_814553068634412,20,4,2015,4/20/15,19,36,10,19:36:10,photo,11,0,4,0,0,1,0
1405174859572227_802990869790632,29,3,2015,3/29/15,18,10,51,18:10:51,photo,10,0,5,0.492,0,0.508,0.596
1405174859572227_802982783124774,29,3,2015,3/29/15,17,47,13,17:47:13,status,19,5,104,0.202,0.064,0.734,0.953
1405174859572227_800644120025307,25,3,2015,3/25/15,12,58,31,12:58:31,video,21,6,0,0,0,0,0
1405174859572227_800195303403522,24,3,2015,3/24/15,16,24,50,16:24:50,status,33,7,50,0.122,0.298,0.58,-0.881
1405174859572227_790359837720402,7,3,2015,3/7/15,16,19,56,16:19:56,photo,80,6,18,0.42,0.123,0.457,0.857
1405174859572227_788887504534302,5,3,2015,3/5/15,16,28,47,16:28:47,photo,41,0,0,0,0,0,0
1405174859572227_788886431201076,5,3,2015,3/5/15,16,26,16,16:26:16,status,36,1,144,0.236,0.011,0.753,0.988
1405174859572227_786293458127040,28,2,2015,2/28/15,17,43,53,17:43:53,photo,49,5,22,0.157,0,0.843,0.574
1405174859572227_786291941460525,28,2,2015,2/28/15,17,39,44,17:39:44,photo,40,0,3,0,0,1,0
1405174859572227_786285924794460,28,2,2015,2/28/15,17,21,14,17:21:14,photo,162,19,102,0.232,0.057,0.711,0.966
1405174859572227_782797698476616,22,2,2015,2/22/15,4,0,37,04:00:37,status,34,2,51,0.336,0,0.664,0.965
1405174859572227_780755722014147,18,2,2015,2/18/15,19,16,45,19:16:45,link,4,0,5,0,0,1,0
1405174859572227_779042868852099,15,2,2015,2/15/15,9,3,42,09:03:42,status,29,6,124,0.19,0.056,0.755,0.966
1405174859572227_777153692374350,11,2,2015,2/11/15,14,20,17,14:20:17,photo,3,0,13,0,0,1,0
1405174859572227_770821499674236,1,2,2015,2/1/15,18,36,47,18:36:47,photo,116,3,0,0,0,0,0
1405174859572227_770820943007625,1,2,2015,2/1/15,18,34,22,18:34:22,photo,42,11,171,0.205,0.022,0.773,0.987
1405174859572227_768582059898180,28,1,2015,1/28/15,19,3,52,19:03:52,status,12,2,151,0.1,0.174,0.726,-0.894
1405174859572227_763392543750465,18,1,2015,1/18/15,10,52,37,10:52:37,link,2,0,7,0.661,0,0.339,0.778
1405174859572227_761070540649332,13,1,2015,1/13/15,18,33,30,18:33:30,status,49,9,252,0.046,0.039,0.915,0.388
1405174859572227_758363277586725,8,1,2015,1/8/15,13,9,38,13:09:38,status,30,13,120,0.071,0.126,0.803,-0.829
1405174859572227_756634197759633,5,1,2015,1/5/15,16,39,42,16:39:42,link,8,0,13,0.338,0,0.662,0.625
1405174859572227_753065274783192,1,1,2015,1/1/15,18,17,31,18:17:31,status,60,1,116,0.323,0.052,0.626,0.993
1405174859572227_749332351823151,27,12,2014,12/27/14,17,37,51,17:37:51,photo,52,2,0,0,0,0,0
1405174859572227_742839212472465,16,12,2014,12/16/14,13,53,56,13:53:56,photo,9,1,5,0.497,0,0.503,0.607
1405174859572227_741804305909289,14,12,2014,12/14/14,15,35,17,15:35:17,status,22,0,98,0.186,0.047,0.767,0.93
1405174859572227_737605576329162,6,12,2014,12/6/14,16,47,12,16:47:12,status,94,16,161,0.154,0.038,0.808,0.969
1405174859572227_731443316945388,25,11,2014,11/25/14,16,8,40,16:08:40,photo,112,17,160,0.14,0.061,0.799,0.946
1405174859572227_729937963762590,23,11,2014,11/23/14,1,2,2,01:02:02,link,0,0,0,0,0,0,0
1405174859572227_707705039319216,12,10,2014,10/12/14,18,15,32,18:15:32,photo,112,5,0,0,0,0,0
1405174859572227_707702999319420,12,10,2014,10/12/14,18,11,10,18:11:10,status,29,5,92,0.132,0.141,0.727,-0.248
1405174859572227_701297299959990,2,10,2014,10/2/14,13,54,32,13:54:32,status,30,13,77,0.231,0.11,0.66,0.886
1405174859572227_985396301550087,30,9,2014,9/30/14,19,0,0,19:00:00,photo,0,0,0,0,0,0,0
1405174859572227_698188836937503,27,9,2014,9/27/14,17,27,13,17:27:13,photo,4,0,4,0,0,1,0
1405174859572227_698185863604467,27,9,2014,9/27/14,16,44,59,16:44:59,photo,104,16,12,0.547,0,0.453,0.897
1405174859572227_696267770462943,23,9,2014,9/23/14,10,18,4,10:18:04,photo,5,1,4,0,0,1,0
1405174859572227_693162167440170,16,9,2014,9/16/14,16,33,48,16:33:48,photo,15,2,0,0,0,0,0
1405174859572227_693161854106868,16,9,2014,9/16/14,16,33,48,16:33:48,photo,62,7,5,0,0.322,0.678,-0.226
1405174859572227_693162404106813,16,9,2014,9/16/14,16,33,48,16:33:48,photo,1,0,0,0,0,0,0
1405174859572227_693162240773496,16,9,2014,9/16/14,16,33,48,16:33:48,photo,6,0,4,0,0,1,0
1405174859572227_693097594113294,16,9,2014,9/16/14,14,1,30,14:01:30,status,43,7,84,0.092,0.215,0.693,-0.938
1405174859572227_686292841460436,5,9,2014,9/5/14,16,40,48,16:40:48,status,13,3,148,0.097,0.083,0.821,0.502
1405174859572227_679216718834715,22,8,2014,8/22/14,16,4,39,16:04:39,photo,31,8,104,0.224,0.034,0.742,0.974
1405174859572227_676775082412212,17,8,2014,8/17/14,16,24,30,16:24:30,status,29,11,191,0.107,0.077,0.816,0.866
1405174859572227_671834416239612,7,8,2014,8/7/14,18,0,4,18:00:04,photo,15,2,0,0,0,0,0
1405174859572227_670715703018150,5,8,2014,8/5/14,12,17,50,12:17:50,link,2,0,47,0.368,0,0.632,0.957
1405174859572227_670365083053212,4,8,2014,8/4/14,18,26,32,18:26:32,link,10,0,22,0.098,0.488,0.414,-0.922
1405174859572227_668574343232286,1,8,2014,8/1/14,5,39,34,05:39:34,link,4,0,9,0,0,1,0
1405174859572227_668079919948395,31,7,2014,7/31/14,6,40,16,06:40:16,link,0,0,6,0,0,1,0
1405174859572227_667753653314355,30,7,2014,7/30/14,16,59,5,16:59:05,photo,99,14,22,0.377,0,0.623,0.865
1405174859572227_667751319981255,30,7,2014,7/30/14,16,51,6,16:51:06,status,17,3,194,0.136,0.059,0.806,0.953
1405174859572227_667308433358877,29,7,2014,7/29/14,17,23,59,17:23:59,status,18,0,11,0.74,0,0.26,0.905
1405174859572227_667291583360562,29,7,2014,7/29/14,16,49,2,16:49:02,status,61,4,204,0.276,0.027,0.697,0.996
1405174859572227_663999763689744,23,7,2014,7/23/14,10,38,11,10:38:11,link,3,0,20,0.172,0.318,0.511,-0.612
1405174859572227_662216347201419,19,7,2014,7/19/14,16,58,13,16:58:13,link,6,2,4,0.299,0.44,0.26,-0.27
1405174859572227_662207417202312,19,7,2014,7/19/14,16,31,45,16:31:45,link,1,1,12,0,0,1,0
1405174859572227_661765320579855,18,7,2014,7/18/14,18,43,20,18:43:20,photo,10,0,2,0.801,0,0.199,0.617
1405174859572227_661291840627203,17,7,2014,7/17/14,18,47,9,18:47:09,status,11,1,16,0.303,0,0.697,0.725
1405174859572227_660681400688247,16,7,2014,7/16/14,17,43,40,17:43:40,status,19,3,21,0.55,0.09,0.36,0.923
1405174859572227_658789030877484,13,7,2014,7/13/14,18,0,39,18:00:39,link,6,0,225,0.125,0.06,0.815,0.912
1405174859572227_654769757946078,5,7,2014,7/5/14,17,53,52,17:53:52,photo,1,0,3,0.299,0.44,0.26,-0.27
1405174859572227_653788391377548,3,7,2014,7/3/14,18,16,18,18:16:18,photo,15,5,2,0,0,1,0
1405174859572227_395953200494403,30,6,2014,6/30/14,19,0,0,19:00:00,link,0,0,0,0,0,0,0
1405174859572227_652193898203664,30,6,2014,6/30/14,16,26,51,16:26:51,status,46,7,106,0.089,0.047,0.865,0.708
1405174859572227_650568958366158,27,6,2014,6/27/14,18,52,0,18:52:00,photo,1,0,9,0.493,0,0.507,0.778
1405174859572227_648467125243008,23,6,2014,6/23/14,17,23,14,17:23:14,photo,21,14,0,0,0,0,0
1405174859572227_648464281909959,23,6,2014,6/23/14,17,14,27,17:14:27,photo,51,1,0,0,0,0,0
1405174859572227_647340302022357,21,6,2014,6/21/14,15,53,8,15:53:08,photo,15,2,0,0,0,0,0
1405174859572227_645698672186520,18,6,2014,6/18/14,18,1,14,18:01:14,photo,7,1,1,1,0,0,0.625
1405174859572227_644082929014761,15,6,2014,6/15/14,15,53,8,15:53:08,photo,34,11,38,0.242,0.127,0.631,0.739
1405174859572227_643028955786825,13,6,2014,6/13/14,16,15,30,16:15:30,photo,9,8,37,0.371,0.043,0.586,0.95
1405174859572227_642581715831549,12,6,2014,6/12/14,17,30,25,17:30:25,photo,59,4,51,0.29,0,0.71,0.951
1405174859572227_642044119218642,11,6,2014,6/11/14,17,2,41,17:02:41,photo,53,4,90,0.092,0.156,0.752,-0.547
1405174859572227_632821953474192,24,5,2014,5/24/14,18,31,59,18:31:59,link,7,5,0,0,0,0,0
1405174859572227_630951683661219,21,5,2014,5/21/14,16,58,34,16:58:34,photo,8,2,3,0,0,1,0
1405174859572227_630928243663563,21,5,2014,5/21/14,16,9,28,16:09:28,status,85,48,185,0.143,0.056,0.801,0.941
1405174859572227_630747287014992,21,5,2014,5/21/14,10,12,28,10:12:28,photo,33,10,0,0,0,0,0
1405174859572227_630420950380959,20,5,2014,5/20/14,16,38,1,16:38:01,photo,7,7,2,1,0,0,0.833
1405174859572227_629955300427524,19,5,2014,5/19/14,17,18,1,17:18:01,status,43,16,309,0.149,0.053,0.798,0.987
1405174859572227_627854473970940,15,5,2014,5/15/14,15,23,57,15:23:57,link,2,0,21,0.245,0,0.755,0.706
1405174859572227_625265420896512,11,5,2014,5/11/14,7,9,7,07:09:07,photo,13,1,6,0.375,0,0.625,0.459
1405174859572227_624111914345196,9,5,2014,5/9/14,8,33,53,08:33:53,photo,103,6,0,0,0,0,0
1405174859572227_622213534535034,5,5,2014,5/5/14,16,56,18,16:56:18,photo,69,10,47,0.12,0.071,0.808,-0.157
1405174859572227_620518508037870,2,5,2014,5/2/14,16,48,4,16:48:04,photo,24,4,2,1,0,0,0.846
1405174859572227_619426768147044,30,4,2014,4/30/14,16,24,29,16:24:29,status,81,14,229,0.183,0.067,0.75,0.983
1405174859572227_618402704916117,28,4,2014,4/28/14,17,33,58,17:33:58,status,42,10,85,0.174,0.059,0.767,0.909
1405174859572227_616072111815843,24,4,2014,4/24/14,10,31,24,10:31:24,status,11,0,103,0.114,0.125,0.761,-0.489
1405174859572227_614484375307950,21,4,2014,4/21/14,18,5,21,18:05:21,status,30,13,174,0.143,0.049,0.809,0.957
1405174859572227_611459048943816,15,4,2014,4/15/14,17,16,24,17:16:24,photo,70,8,15,0.222,0,0.778,0.572
1405174859572227_611440708945650,15,4,2014,4/15/14,16,36,52,16:36:52,photo,22,1,0,0,0,0,0
1405174859572227_611436485612739,15,4,2014,4/15/14,16,25,15,16:25:15,status,38,3,84,0.279,0,0.721,0.98
1405174859572227_610489659040755,13,4,2014,4/13/14,16,51,35,16:51:35,status,28,24,199,0.157,0.065,0.778,0.958
1405174859572227_609140582508996,10,4,2014,4/10/14,17,58,34,17:58:34,link,3,4,0,0,0,0,0
1405174859572227_608715959218125,9,4,2014,4/9/14,18,46,52,18:46:52,video,10,3,87,0.204,0,0.796,0.967
1405174859572227_608144549275266,8,4,2014,4/8/14,13,26,25,13:26:25,status,20,7,189,0.136,0.051,0.813,0.943
1405174859572227_607648952658159,7,4,2014,4/7/14,12,56,47,12:56:47,status,54,6,126,0.198,0.083,0.719,0.939
1405174859572227_604106513012403,30,3,2014,3/30/14,17,25,45,17:25:45,photo,2,1,8,0.288,0.135,0.577,0.382
1405174859572227_603547729734948,29,3,2014,3/29/14,14,0,54,14:00:54,status,21,3,218,0.048,0.028,0.923,0.67
1405174859572227_602644593158595,27,3,2014,3/27/14,14,11,47,14:11:47,status,30,2,185,0.168,0.077,0.755,0.97
1405174859572227_599380623484992,20,3,2014,3/20/14,17,10,25,17:10:25,photo,19,3,11,0.401,0,0.599,0.721
1405174859572227_594234840666237,10,3,2014,3/10/14,16,52,58,16:52:58,photo,30,4,10,0.535,0,0.465,0.784
1405174859572227_593523940737327,9,3,2014,3/9/14,18,17,20,18:17:20,status,25,1,147,0.22,0.015,0.765,0.986
1405174859572227_592740384149016,8,3,2014,3/8/14,17,52,49,17:52:49,photo,42,4,29,0.241,0,0.759,0.823
1405174859572227_592737130816008,8,3,2014,3/8/14,17,42,34,17:42:34,status,25,0,200,0.18,0.114,0.706,0.937
1405174859572227_592066327549755,7,3,2014,3/7/14,18,23,16,18:23:16,photo,44,5,22,0,0.297,0.703,-0.733
1405174859572227_590717614351293,5,3,2014,3/5/14,15,46,11,15:46:11,photo,3,1,5,0.322,0,0.678,0.226
1405174859572227_590718617684526,5,3,2014,3/5/14,15,46,11,15:46:11,photo,59,4,2,0,0.597,0.403,-0.453
1405174859572227_590167781072943,4,3,2014,3/4/14,16,6,13,16:06:13,photo,14,3,7,0.577,0,0.423,0.779
1405174859572227_590157311073990,4,3,2014,3/4/14,15,41,36,15:41:36,status,36,7,301,0.181,0.016,0.803,0.99
1405174859572227_589149617841426,2,3,2014,3/2/14,13,35,13,13:35:13,photo,4,0,0,0,0,0,0
1405174859572227_589141534508901,2,3,2014,3/2/14,13,5,34,13:05:34,photo,13,0,7,0.185,0.272,0.543,-0.202
1405174859572227_588093191280402,28,2,2014,2/28/14,18,21,26,18:21:26,photo,2,3,5,0.659,0,0.341,0.7
1405174859572227_588006804622374,28,2,2014,2/28/14,14,29,13,14:29:13,status,29,2,101,0.368,0.019,0.613,0.994
1405174859572227_587620654660989,27,2,2014,2/27/14,17,31,1,17:31:01,link,12,6,8,0,0,1,0
