ID,DAY,MONTH,YEAR,DATE,HOUR,MIN,SEC,TIME,TYPE,LIKES,COMMENTS,TOTAL_WORDS,POS,NEG,NEU,COMP
1405174859572227_1327359697353744,19,4,2017,4/19/17,5,38,54,05:38:54,video,7,0,4,0,0,1,0
1405174859572227_1327350077354706,19,4,2017,4/19/17,5,29,46,05:29:46,video,3,0,0,0,0,0,0
1405174859572227_1327329077356806,19,4,2017,4/19/17,5,6,3,05:06:03,link,3,1,0,0,0,0,0
1405174859572227_1327326687357045,19,4,2017,4/19/17,5,1,5,05:01:05,video,2,0,2,1,0,0,0.824
1405174859572227_1327326170690430,19,4,2017,4/19/17,5,0,1,05:00:01,video,1,0,0,0,0,0,0
1405174859572227_1326269014129479,18,4,2017,4/18/17,4,37,57,04:37:57,video,2,0,0,0,0,0,0
1405174859572227_1326266050796442,18,4,2017,4/18/17,4,34,44,04:34:44,video,0,0,0,0,0,0,0
1405174859572227_1326264777463236,18,4,2017,4/18/17,4,31,16,04:31:16,video,7,0,8,0.299,0,0.701,0.457
1405174859572227_1326262237463490,18,4,2017,4/18/17,4,28,34,04:28:34,video,7,0,0,0,0,0,0
1405174859572227_1326253984130982,18,4,2017,4/18/17,4,24,31,04:24:31,video,0,0,0,0,0,0,0
1405174859572227_1326252734131107,18,4,2017,4/18/17,4,21,1,04:21:01,video,3,0,0,0,0,0,0
1405174859572227_1326233584133022,18,4,2017,4/18/17,3,53,28,03:53:28,video,6,0,0,0,0,0,0
1405174859572227_1325213530901694,17,4,2017,4/17/17,6,27,20,06:27:20,video,0,0,0,0,0,0,0
1405174859572227_1325210624235318,17,4,2017,4/17/17,6,20,52,06:20:52,video,4,0,0,0,0,0,0
1405174859572227_1324888537600860,16,4,2017,4/16/17,22,49,6,22:49:06,video,6,0,0,0,0,0,0
1405174859572227_1324885290934518,16,4,2017,4/16/17,22,44,12,22:44:12,video,7,0,0,0,0,0,0
1405174859572227_1324883514268029,16,4,2017,4/16/17,22,41,39,22:41:39,status,4,0,0,0,0,0,0
1405174859572227_1324871797602534,16,4,2017,4/16/17,22,32,54,22:32:54,video,8,1,0,0,0,0,0
1405174859572227_1324851794271201,16,4,2017,4/16/17,22,0,12,22:00:12,video,5,0,0,0,0,0,0
1405174859572227_1323639234392457,15,4,2017,4/15/17,21,17,14,21:17:14,video,2,0,0,0,0,0,0
1405174859572227_1323637317725982,15,4,2017,4/15/17,21,13,18,21:13:18,video,5,0,0,0,0,0,0
1405174859572227_1323633944392986,15,4,2017,4/15/17,21,7,2,21:07:02,video,3,0,0,0,0,0,0
1405174859572227_1323632874393093,15,4,2017,4/15/17,21,5,27,21:05:27,video,12,0,9,0,0.238,0.762,-0.359
1405174859572227_1323630481059999,15,4,2017,4/15/17,21,1,23,21:01:23,video,4,0,0,0,0,0,0
1405174859572227_1322649864491394,15,4,2017,4/15/17,0,6,47,00:06:47,link,2,1,4,0,0,1,0
1405174859572227_1321750487914665,14,4,2017,4/14/17,4,48,49,04:48:49,video,0,0,0,0,0,0,0
1405174859572227_1321747367914977,14,4,2017,4/14/17,4,40,34,04:40:34,video,6,0,0,0,0,0,0
1405174859572227_1321735087916205,14,4,2017,4/14/17,4,18,14,04:18:14,video,5,0,0,0,0,0,0
1405174859572227_1320345658055148,13,4,2017,4/13/17,0,53,11,00:53:11,video,3,0,2,0.808,0,0.192,0.637
1405174859572227_1320341798055534,13,4,2017,4/13/17,0,46,35,00:46:35,video,14,0,11,0.305,0,0.695,0.659
1405174859572227_1320337511389296,13,4,2017,4/13/17,0,40,40,00:40:40,video,7,0,4,0,0,1,0
1405174859572227_1320334791389568,13,4,2017,4/13/17,0,36,39,00:36:39,video,2,1,0,0,0,0,0
1405174859572227_1319539244802456,12,4,2017,4/12/17,7,9,58,07:09:58,status,9,0,0,0,0,0,0
1405174859572227_1318002861622761,10,4,2017,4/10/17,23,16,9,23:16:09,video,2,1,0,0,0,0,0
1405174859572227_1318000944956286,10,4,2017,4/10/17,23,13,55,23:13:55,video,3,0,6,0.706,0,0.294,0.735
1405174859572227_1317996958290018,10,4,2017,4/10/17,23,6,40,23:06:40,status,5,0,0,0,0,0,0
1405174859572227_1312011748888539,5,4,2017,4/5/17,21,38,52,21:38:52,video,2,0,0,0,0,0,0
1405174859572227_1312010242222023,5,4,2017,4/5/17,21,37,3,21:37:03,video,1,0,0,0,0,0,0
1405174859572227_1311998918889822,5,4,2017,4/5/17,21,22,3,21:22:03,video,3,0,11,0,0,1,0
1405174859572227_1309707692452278,3,4,2017,4/3/17,19,51,52,19:51:52,video,8,0,0,0,0,0,0
1405174859572227_1308542215902159,2,4,2017,4/2/17,18,27,7,18:27:07,video,6,3,0,0,0,0,0
1405174859572227_1308524989237215,2,4,2017,4/2/17,18,13,43,18:13:43,video,3,0,0,0,0,0,0
1405174859572227_1306205002802547,31,3,2017,3/31/17,18,4,24,18:04:24,video,7,0,16,0,0,1,0
1405174859572227_1306193986136982,31,3,2017,3/31/17,17,49,8,17:49:08,link,1,0,44,0.377,0,0.623,0.967
1405174859572227_1301124886643892,26,3,2017,3/26/17,22,6,46,22:06:46,video,3,0,3,0,0,1,0
1405174859572227_1300932913329756,26,3,2017,3/26/17,17,39,13,17:39:13,video,9,0,11,0.23,0,0.77,0.457
1405174859572227_1300930929996621,26,3,2017,3/26/17,17,36,43,17:36:43,video,5,0,0,0,0,0,0
1405174859572227_1300929243330123,26,3,2017,3/26/17,17,35,7,17:35:07,video,3,0,0,0,0,0,0
1405174859572227_1300927349996979,26,3,2017,3/26/17,17,32,37,17:32:37,video,5,0,0,0,0,0,0
1405174859572227_1298990636857317,25,3,2017,3/25/17,2,5,33,02:05:33,video,1,0,0,0,0,0,0
1405174859572227_1298979386858442,25,3,2017,3/25/17,1,56,23,01:56:23,video,13,0,18,0.429,0,0.571,0.906
1405174859572227_1298637423559305,24,3,2017,3/24/17,16,31,47,16:31:47,video,5,0,4,0,0,1,0
1405174859572227_1298636060226108,24,3,2017,3/24/17,16,29,46,16:29:46,video,3,0,0,0,0,0,0
1405174859572227_1298059713617076,24,3,2017,3/24/17,0,31,41,00:31:41,link,5,1,2,0.782,0,0.218,0.556
1405174859572227_1297891353633912,23,3,2017,3/23/17,20,15,4,20:15:04,photo,60,0,162,0.094,0.072,0.834,0.596
1405174859572227_1296663643756683,22,3,2017,3/22/17,15,51,32,15:51:32,video,5,0,0,0,0,0,0
1405174859572227_1296658833757164,22,3,2017,3/22/17,15,47,58,15:47:58,video,3,0,0,0,0,0,0
1405174859572227_1296656847090696,22,3,2017,3/22/17,15,46,4,15:46:04,video,3,0,0,0,0,0,0
1405174859572227_1296644497091931,22,3,2017,3/22/17,15,34,57,15:34:57,video,14,0,0,0,0,0,0
1405174859572227_1296639740425740,22,3,2017,3/22/17,15,31,1,15:31:01,video,1,0,0,0,0,0,0
1405174859572227_1295737437182637,21,3,2017,3/21/17,17,48,30,17:48:30,photo,12,0,22,0.128,0,0.872,0.475
1405174859572227_1293971300692584,19,3,2017,3/19/17,17,50,23,17:50:23,video,0,0,11,0.215,0.131,0.654,0.226
1405174859572227_1293969180692796,19,3,2017,3/19/17,17,46,1,17:46:01,video,5,0,9,0.52,0,0.48,0.757
1405174859572227_1293965540693160,19,3,2017,3/19/17,17,39,3,17:39:03,video,2,0,0,0,0,0,0
1405174859572227_1293390404084007,19,3,2017,3/19/17,1,27,49,01:27:49,video,9,1,131,0.142,0.103,0.755,0.709
1405174859572227_1293104927445888,18,3,2017,3/18/17,17,59,33,17:59:33,video,2,0,0,0,0,0,0
1405174859572227_1292625730827141,18,3,2017,3/18/17,6,54,16,06:54:16,video,2,0,0,0,0,0,0
1405174859572227_1291429424280105,16,3,2017,3/16/17,22,53,33,22:53:33,status,5,0,0,0,0,0,0
1405174859572227_1291372700952444,16,3,2017,3/16/17,21,11,10,21:11:10,photo,78,0,56,0.176,0,0.824,0.872
1405174859572227_1290543967701984,15,3,2017,3/15/17,21,55,19,21:55:19,video,10,2,0,0,0,0,0
1405174859572227_1290542834368764,15,3,2017,3/15/17,21,52,24,21:52:24,video,4,1,0,0,0,0,0
1405174859572227_1290542014368846,15,3,2017,3/15/17,21,50,19,21:50:19,video,2,0,0,0,0,0,0
1405174859572227_1288602874562760,13,3,2017,3/13/17,19,12,31,19:12:31,video,4,0,11,0,0.218,0.782,-0.418
1405174859572227_1288452041244510,13,3,2017,3/13/17,15,50,0,15:50:00,video,1,0,0,0,0,0,0
1405174859572227_1287550734667974,12,3,2017,3/12/17,18,19,52,18:19:52,video,0,0,0,0,0,0,0
1405174859572227_1286889861400728,12,3,2017,3/12/17,3,43,22,03:43:22,video,11,0,0,0,0,0,0
1405174859572227_1286583048098076,11,3,2017,3/11/17,20,39,29,20:39:29,video,3,0,0,0,0,0,0
1405174859572227_1286427484780299,11,3,2017,3/11/17,17,7,2,17:07:02,photo,120,9,147,0.232,0.095,0.673,0.979
1405174859572227_1285768498179531,11,3,2017,3/11/17,5,14,24,05:14:24,video,7,0,1,1,0,0,0.624
1405174859572227_1285252588231122,10,3,2017,3/10/17,16,21,13,16:21:13,video,8,0,0,0,0,0,0
1405174859572227_1285249644898083,10,3,2017,3/10/17,16,16,50,16:16:50,video,3,0,0,0,0,0,0
1405174859572227_1284387371650977,9,3,2017,3/9/17,19,11,45,19:11:45,video,6,0,0,0,0,0,0
1405174859572227_1284386028317778,9,3,2017,3/9/17,19,9,29,19:09:29,video,1,0,0,0,0,0,0
1405174859572227_1284380151651699,9,3,2017,3/9/17,18,59,58,18:59:58,video,1,0,0,0,0,0,0
1405174859572227_1284368974986150,9,3,2017,3/9/17,18,50,34,18:50:34,video,5,1,9,0,0,1,0
1405174859572227_1284357351653979,9,3,2017,3/9/17,18,29,42,18:29:42,video,4,0,0,0,0,0,0
1405174859572227_1283121065110941,8,3,2017,3/8/17,18,5,14,18:05:14,video,3,0,0,0,0,0,0
1405174859572227_1283119388444442,8,3,2017,3/8/17,18,1,55,18:01:55,video,3,0,0,0,0,0,0
1405174859572227_1283118001777914,8,3,2017,3/8/17,17,59,49,17:59:49,video,3,0,0,0,0,0,0
1405174859572227_1283115861778128,8,3,2017,3/8/17,17,55,59,17:55:59,video,2,0,0,0,0,0,0
1405174859572227_1283016248454756,8,3,2017,3/8/17,15,44,9,15:44:09,photo,100,12,177,0.234,0.027,0.739,0.992
1405174859572227_1277420142347700,2,3,2017,3/2/17,18,25,57,18:25:57,photo,8,0,48,0.149,0,0.851,0.784
1405174859572227_1275835942506120,28,2,2017,2/28/17,19,34,2,19:34:02,photo,39,1,97,0.022,0.1,0.878,-0.846
1405174859572227_1275828412506873,28,2,2017,2/28/17,19,19,38,19:19:38,photo,0,0,378,0.185,0.056,0.759,0.995
1405174859572227_1270333639723017,22,2,2017,2/22/17,14,18,31,14:18:31,photo,28,0,33,0.064,0.128,0.808,-0.316
1405174859572227_1269060473183667,21,2,2017,2/21/17,2,52,38,02:52:38,video,2,0,0,0,0,0,0
1405174859572227_1269051433184571,21,2,2017,2/21/17,2,47,13,02:47:13,video,6,0,0,0,0,0,0
1405174859572227_1269049316518116,21,2,2017,2/21/17,2,44,31,02:44:31,video,5,0,5,0.529,0,0.471,0.67
1405174859572227_1268880159868365,20,2,2017,2/20/17,23,14,56,23:14:56,video,4,0,2,0.772,0,0.228,0.524
1405174859572227_1268242753265439,20,2,2017,2/20/17,7,3,19,07:03:19,video,6,0,0,0,0,0,0
1405174859572227_1267830973306617,19,2,2017,2/19/17,19,44,30,19:44:30,video,7,1,5,0.7,0,0.3,0.79
1405174859572227_1267138726709175,19,2,2017,2/19/17,2,25,32,02:25:32,link,8,0,4,0.499,0,0.501,0.457
1405174859572227_1266273063462408,18,2,2017,2/18/17,5,14,29,05:14:29,video,7,0,0,0,0,0,0
1405174859572227_1265732833516431,17,2,2017,2/17/17,17,22,39,17:22:39,video,0,0,0,0,0,0,0
1405174859572227_1264846316938416,16,2,2017,2/16/17,21,40,12,21:40:12,photo,11,0,9,0.23,0,0.77,0.337
1405174859572227_1264609450295436,16,2,2017,2/16/17,16,13,42,16:13:42,photo,0,0,138,0.146,0.07,0.784,0.9
1405174859572227_1263833317039716,15,2,2017,2/15/17,22,4,19,22:04:19,video,5,0,0,0,0,0,0
1405174859572227_1263827603706954,15,2,2017,2/15/17,21,54,36,21:54:36,video,9,0,119,0.107,0.033,0.86,0.841
1405174859572227_1263286277094420,15,2,2017,2/15/17,7,23,16,07:23:16,video,4,0,5,0,0.415,0.585,-0.429
1405174859572227_1257197161036665,8,2,2017,2/8/17,0,50,15,00:50:15,photo,24,0,88,0.148,0,0.852,0.921
1405174859572227_1256416364448078,7,2,2017,2/7/17,2,47,15,02:47:15,photo,49,3,7,0.368,0,0.632,0.542
1405174859572227_1256245911131790,6,2,2017,2/6/17,22,11,50,22:11:50,video,16,1,0,0,0,0,0
1405174859572227_1256244967798551,6,2,2017,2/6/17,22,10,4,22:10:04,photo,5,0,7,0,0,1,0
1405174859572227_1255723637850684,6,2,2017,2/6/17,9,2,6,09:02:06,photo,0,0,73,0.162,0.103,0.735,0.797
1405174859572227_1255228631233518,5,2,2017,2/5/17,18,9,22,18:09:22,status,6,0,0,0,0,0,0
1405174859572227_1254700894619625,5,2,2017,2/5/17,2,14,43,02:14:43,video,1,0,23,0.46,0,0.54,0.926
1405174859572227_1254663431290038,5,2,2017,2/5/17,1,1,39,01:01:39,video,16,0,10,0.23,0,0.77,0.399
1405174859572227_1254448507978197,4,2,2017,2/4/17,18,14,58,18:14:58,video,5,0,2,0,0.714,0.286,-0.359
1405174859572227_1253968371359544,4,2,2017,2/4/17,4,41,45,04:41:45,video,7,1,5,0.473,0,0.527,0.555
1405174859572227_1252136641542717,2,2,2017,2/2/17,3,37,56,03:37:56,video,1,0,7,0.523,0,0.477,0.67
1405174859572227_1249912238431824,30,1,2017,1/30/17,21,40,13,21:40:13,video,3,0,0,0,0,0,0
1405174859572227_1249863075103407,30,1,2017,1/30/17,20,12,14,20:12:14,link,7,0,8,0.545,0,0.455,0.801
1405174859572227_1248378591918522,29,1,2017,1/29/17,7,53,26,07:53:26,status,4,0,10,0,0,1,0
1405174859572227_1247801345309580,28,1,2017,1/28/17,18,5,49,18:05:49,photo,33,3,1,0,0,1,0
1405174859572227_1247221188700929,28,1,2017,1/28/17,7,21,15,07:21:15,photo,49,4,180,0.231,0.021,0.748,0.992
1405174859572227_1247085422047839,28,1,2017,1/28/17,4,39,10,04:39:10,video,4,0,3,0.629,0,0.371,0.524
1405174859572227_1242624152493966,24,1,2017,1/24/17,4,34,21,04:34:21,video,0,0,4,0,0,1,0
1405174859572227_1240477932708588,22,1,2017,1/22/17,6,6,41,06:06:41,video,1,0,0,0,0,0,0
1405174859572227_1240466709376377,22,1,2017,1/22/17,5,57,56,05:57:56,video,6,0,1,1,0,0,0.624
1405174859572227_1240460956043619,22,1,2017,1/22/17,5,52,21,05:52:21,photo,19,0,4,0,0,1,0
1405174859572227_1240091616080553,21,1,2017,1/21/17,19,28,54,19:28:54,video,17,0,1,1,0,0,0.599
1405174859572227_1240090572747324,21,1,2017,1/21/17,19,26,37,19:26:37,status,6,0,7,0,0.438,0.562,-0.439
1405174859572227_1240087462747635,21,1,2017,1/21/17,19,22,24,19:22:24,video,10,0,23,0.179,0,0.821,0.679
1405174859572227_1240085582747823,21,1,2017,1/21/17,19,20,32,19:20:32,video,6,1,6,0,0,1,0
1405174859572227_1240083389414709,21,1,2017,1/21/17,19,17,0,19:17:00,video,8,0,3,0,0,1,0
1405174859572227_1240074706082244,21,1,2017,1/21/17,19,1,32,19:01:32,video,6,0,4,0,0,1,0
1405174859572227_1239155326174182,20,1,2017,1/20/17,22,11,37,22:11:37,video,16,2,0,0,0,0,0
1405174859572227_1239149279508120,20,1,2017,1/20/17,22,1,42,22:01:42,video,2,0,0,0,0,0,0
1405174859572227_1239145552841826,20,1,2017,1/20/17,21,58,20,21:58:20,video,2,2,0,0,0,0,0
1405174859572227_1238575556232159,20,1,2017,1/20/17,4,58,13,04:58:13,video,9,1,4,0.374,0,0.626,0.2
1405174859572227_1236745289748519,18,1,2017,1/18/17,5,47,21,05:47:21,video,4,0,5,0,0,1,0
1405174859572227_1236665869756461,18,1,2017,1/18/17,3,39,5,03:39:05,video,2,0,0,0,0,0,0
1405174859572227_1235461996543515,16,1,2017,1/16/17,18,23,12,18:23:12,video,3,0,0,0,0,0,0
1405174859572227_1235456343210747,16,1,2017,1/16/17,18,18,8,18:18:08,video,5,0,0,0,0,0,0
1405174859572227_1235452163211165,16,1,2017,1/16/17,18,11,35,18:11:35,photo,6,0,7,0,0,1,0
1405174859572227_1235449786544736,16,1,2017,1/16/17,18,8,1,18:08:01,video,5,0,3,0.893,0,0.107,0.854
1405174859572227_1235447343211647,16,1,2017,1/16/17,18,4,9,18:04:09,video,1,0,7,0.438,0,0.562,0.439
1405174859572227_1235445719878476,16,1,2017,1/16/17,18,1,37,18:01:37,video,9,0,0,0,0,0,0
1405174859572227_1235441803212201,16,1,2017,1/16/17,17,56,2,17:56:02,video,8,1,1,1,0,0,0.624
1405174859572227_1234989573257424,16,1,2017,1/16/17,4,38,12,04:38:12,link,2,0,72,0.223,0.051,0.725,0.91
1405174859572227_1234921669930881,16,1,2017,1/16/17,2,28,25,02:28:25,video,10,1,1,0,0,1,0
1405174859572227_1234581246631590,15,1,2017,1/15/17,18,13,2,18:13:02,link,4,0,2,1,0,0,0.765
1405174859572227_1234078673348514,15,1,2017,1/15/17,5,39,26,05:39:26,link,4,1,1,1,0,0,0.624
1405174859572227_1234077430015305,15,1,2017,1/15/17,5,34,48,05:34:48,video,5,1,0,0,0,0,0
1405174859572227_1233689030054145,14,1,2017,1/14/17,18,49,44,18:49:44,link,12,0,0,0,0,0,0
1405174859572227_1232809060142142,13,1,2017,1/13/17,19,20,44,19:20:44,video,11,0,8,0.438,0,0.562,0.598
1405174859572227_1232418090181239,13,1,2017,1/13/17,8,39,13,08:39:13,video,3,0,13,0.194,0,0.806,0.439
1405174859572227_1232340266855688,13,1,2017,1/13/17,6,24,31,06:24:31,link,2,0,6,0.643,0,0.357,0.802
1405174859572227_1232334413522940,13,1,2017,1/13/17,6,15,6,06:15:06,photo,40,4,239,0.178,0.05,0.772,0.986
1405174859572227_1232300793526302,13,1,2017,1/13/17,5,18,27,05:18:27,photo,6,0,0,0,0,0,0
1405174859572227_1231464126943302,12,1,2017,1/12/17,7,40,30,07:40:30,photo,113,5,0,0,0,0,0
1405174859572227_1231463113610070,12,1,2017,1/12/17,7,36,29,07:36:29,photo,76,0,0,0,0,0,0
1405174859572227_1231325413623840,12,1,2017,1/12/17,3,35,24,03:35:24,video,8,1,4,0,0.499,0.501,-0.457
1405174859572227_1231322026957512,12,1,2017,1/12/17,3,26,48,03:26:48,link,6,0,21,0,0,1,0
1405174859572227_1230490027040712,11,1,2017,1/11/17,5,25,10,05:25:10,photo,72,4,209,0.083,0.046,0.871,0.849
1405174859572227_1230469947042720,11,1,2017,1/11/17,4,37,33,04:37:33,link,5,1,0,0,0,0,0
1405174859572227_1230066083749773,10,1,2017,1/10/17,16,24,29,16:24:29,video,6,0,0,0,0,0,0
1405174859572227_1230063817083333,10,1,2017,1/10/17,16,20,33,16:20:33,video,10,0,0,0,0,0,0
1405174859572227_1228767350546313,9,1,2017,1/9/17,0,8,48,00:08:48,video,6,0,0,0,0,0,0
1405174859572227_1228001033956278,8,1,2017,1/8/17,1,52,49,01:52:49,video,1,0,0,0,0,0,0
1405174859572227_1227840490638999,7,1,2017,1/7/17,20,52,36,20:52:36,video,0,0,0,0,0,0,0
1405174859572227_1227317990691249,7,1,2017,1/7/17,5,12,23,05:12:23,video,2,0,0,0,0,0,0
1405174859572227_1226841050738943,6,1,2017,1/6/17,19,45,32,19:45:32,photo,18,0,7,0,0,1,0
1405174859572227_1226840557405659,6,1,2017,1/6/17,19,44,10,19:44:10,photo,9,0,0,0,0,0,0
1405174859572227_1226840190739029,6,1,2017,1/6/17,19,43,22,19:43:22,link,7,0,0,0,0,0,0
1405174859572227_1226835464072835,6,1,2017,1/6/17,19,32,26,19:32:26,link,11,0,49,0.115,0,0.885,0.695
1405174859572227_1226823700740678,6,1,2017,1/6/17,19,14,24,19:14:24,video,1,0,0,0,0,0,0
1405174859572227_1226307310792317,6,1,2017,1/6/17,6,9,3,06:09:03,video,9,0,0,0,0,0,0
1405174859572227_1225116474244734,4,1,2017,1/4/17,19,10,46,19:10:46,status,18,0,24,0.365,0,0.635,0.872
1405174859572227_1225116214244760,4,1,2017,1/4/17,19,10,6,19:10:06,link,7,0,10,0.241,0.316,0.443,0.246
1405174859572227_1225113450911703,4,1,2017,1/4/17,19,3,36,19:03:36,photo,28,12,0,0,0,0,0
1405174859572227_1223027971120251,2,1,2017,1/2/17,6,1,40,06:01:40,photo,34,0,10,0.191,0,0.809,0.223
1405174859572227_1222838297805885,1,1,2017,1/1/17,23,41,52,23:41:52,link,4,0,12,0.179,0,0.821,0.338
1405174859572227_1222833661139682,1,1,2017,1/1/17,23,34,10,23:34:10,photo,102,2,237,0.23,0.047,0.723,0.992
1405174859572227_1219392198150495,29,12,2016,12/29/16,4,30,13,04:30:13,video,15,0,19,0.129,0,0.871,0.394
1405174859572227_1219389458150769,29,12,2016,12/29/16,4,23,38,04:23:38,video,16,2,4,0.545,0,0.455,0.556
1405174859572227_1211013702321678,18,12,2016,12/18/16,23,58,38,23:58:38,video,3,0,0,0,0,0,0
1405174859572227_1210956422327406,18,12,2016,12/18/16,21,45,14,21:45:14,video,6,0,31,0.124,0.189,0.687,-0.44
1405174859572227_1210416569048058,18,12,2016,12/18/16,5,5,58,05:05:58,video,6,1,0,0,0,0,0
1405174859572227_1210411475715234,18,12,2016,12/18/16,4,56,50,04:56:50,video,3,0,0,0,0,0,0
1405174859572227_1208415592581489,15,12,2016,12/15/16,23,33,48,23:33:48,video,12,0,3,0.544,0,0.456,0.337
1405174859572227_1208259415930440,15,12,2016,12/15/16,19,51,18,19:51:18,video,9,0,29,0.072,0.311,0.617,-0.851
1405174859572227_1207749589314756,15,12,2016,12/15/16,6,40,24,06:40:24,link,2,1,19,0.264,0.155,0.581,0.586
1405174859572227_1206562142766834,14,12,2016,12/14/16,1,21,34,01:21:34,photo,24,0,2,0,0,1,0
1405174859572227_1206365819453133,13,12,2016,12/13/16,20,50,23,20:50:23,link,13,0,8,0,0,1,0
1405174859572227_1205727402850308,13,12,2016,12/13/16,6,25,24,06:25:24,link,5,1,5,0.277,0.429,0.294,-0.258
1405174859572227_1205682322854816,13,12,2016,12/13/16,5,11,43,05:11:43,link,5,0,8,0.541,0,0.459,0.71
1405174859572227_1205565759533139,13,12,2016,12/13/16,1,54,37,01:54:37,link,6,3,0,0,0,0,0
1405174859572227_1205378756218506,12,12,2016,12/12/16,20,56,47,20:56:47,photo,51,5,2,0.744,0,0.256,0.44
1405174859572227_1205277566228625,12,12,2016,12/12/16,18,6,22,18:06:22,photo,130,7,0,0,0,0,0
1405174859572227_1203705899719125,11,12,2016,12/11/16,5,1,56,05:01:56,link,3,0,10,0.469,0,0.531,0.735
1405174859572227_1203670359722679,11,12,2016,12/11/16,4,21,5,04:21:05,link,3,0,1,1,0,0,0.688
1405174859572227_1202084709881244,9,12,2016,12/9/16,17,50,4,17:50:04,video,9,1,7,0.422,0,0.578,0.658
1405174859572227_1201471303275918,9,12,2016,12/9/16,4,47,21,04:47:21,video,4,0,7,0,0,1,0
1405174859572227_1201470436609338,9,12,2016,12/9/16,4,44,47,04:44:47,video,4,1,0,0,0,0,0
1405174859572227_1199502846806097,7,12,2016,12/7/16,7,16,14,07:16:14,link,5,0,0,0,0,0,0
1405174859572227_1199338070155908,7,12,2016,12/7/16,2,43,54,02:43:54,video,7,0,18,0.163,0.089,0.748,0.379
1405174859572227_1199329220156793,7,12,2016,12/7/16,2,27,48,02:27:48,video,13,1,18,0.116,0.283,0.601,-0.441
1405174859572227_1197462727010109,5,12,2016,12/5/16,0,8,55,00:08:55,video,2,0,0,0,0,0,0
1405174859572227_1197450410344674,4,12,2016,12/4/16,23,49,34,23:49:34,video,3,0,52,0.239,0.042,0.719,0.915
1405174859572227_1197342783688770,4,12,2016,12/4/16,20,59,52,20:59:52,photo,17,0,0,0,0,0,0
1405174859572227_1197336333689415,4,12,2016,12/4/16,20,48,24,20:48:24,status,10,0,5,0.427,0,0.573,0.456
1405174859572227_1192471927509189,30,11,2016,11/30/16,7,8,47,07:08:47,video,8,0,3,0.701,0,0.299,0.689
1405174859572227_1191258787630503,29,11,2016,11/29/16,3,59,44,03:59:44,video,3,0,0,0,0,0,0
1405174859572227_1189595547796827,27,11,2016,11/27/16,6,32,11,06:32:11,video,9,0,0,0,0,0,0
1405174859572227_1182899341799781,21,11,2016,11/21/16,19,32,24,19:32:24,video,9,0,3,0.705,0,0.295,0.699
1405174859572227_1182776675145381,21,11,2016,11/21/16,17,58,37,17:58:37,video,9,1,5,0.731,0,0.269,0.846
1405174859572227_1182764411813274,21,11,2016,11/21/16,17,36,11,17:36:11,video,6,1,16,0.353,0,0.647,0.726
1405174859572227_1180763128680069,20,11,2016,11/20/16,4,51,2,04:51:02,video,11,0,0,0,0,0,0
1405174859572227_1178268128929569,18,11,2016,11/18/16,5,34,46,05:34:46,video,11,0,9,0.527,0,0.473,0.831
1405174859572227_1177275732362142,17,11,2016,11/17/16,2,42,26,02:42:26,link,5,0,10,0,0,1,0
1405174859572227_1174317825991266,13,11,2016,11/13/16,20,56,43,20:56:43,link,9,0,0,0,0,0,0
1405174859572227_1174317505991298,13,11,2016,11/13/16,20,55,49,20:55:49,status,4,1,6,0.706,0,0.294,0.891
1405174859572227_1168648226558226,8,11,2016,11/8/16,20,17,32,20:17:32,photo,92,6,105,0.192,0,0.808,0.97
1405174859572227_1167546556668393,8,11,2016,11/8/16,1,3,49,01:03:49,link,15,1,59,0.034,0.074,0.892,-0.355
1405174859572227_1158968394192876,31,10,2016,10/31/16,9,28,59,09:28:59,photo,53,8,157,0.224,0.017,0.759,0.987
1405174859572227_1157777387645310,30,10,2016,10/30/16,5,52,18,05:52:18,video,5,0,8,0.554,0,0.446,0.816
1405174859572227_1157776697645379,30,10,2016,10/30/16,5,50,41,05:50:41,video,5,0,0,0,0,0,0
1405174859572227_1157684177654631,30,10,2016,10/30/16,4,3,51,04:03:51,video,15,0,20,0.17,0,0.83,0.599
1405174859572227_1157682914321424,30,10,2016,10/30/16,4,1,9,04:01:09,video,9,0,3,0.6,0,0.4,0.459
1405174859572227_1157593840996998,30,10,2016,10/30/16,1,29,19,01:29:19,photo,79,7,101,0.184,0.038,0.778,0.944
1405174859572227_1148316688591380,20,10,2016,10/20/16,20,2,3,20:02:03,link,7,0,30,0.164,0.075,0.761,0.468
1405174859572227_1147817891974593,20,10,2016,10/20/16,6,58,41,06:58:41,video,5,0,0,0,0,0,0
1405174859572227_1144317362324646,16,10,2016,10/16/16,17,12,8,17:12:08,video,15,0,3,1,0,0,0.921
1405174859572227_1139101006179615,11,10,2016,10/11/16,8,13,56,08:13:56,photo,92,4,181,0.179,0.042,0.779,0.984
1405174859572227_1131285393627843,2,10,2016,10/2/16,16,57,2,16:57:02,photo,233,16,0,0,0,0,0
1405174859572227_1131284306961285,2,10,2016,10/2/16,16,56,16,16:56:16,photo,116,3,0,0,0,0,0
1405174859572227_1130691453687237,2,10,2016,10/2/16,3,57,37,03:57:37,status,7,0,0,0,0,0,0
1405174859572227_1130673433689039,2,10,2016,10/2/16,3,42,27,03:42:27,photo,32,0,210,0.116,0.064,0.82,0.873
1405174859572227_1126742894082093,28,9,2016,9/28/16,5,41,24,05:41:24,video,5,0,3,0,0,1,0
